start_time,end_time,pod,SampleCount,threadCount1,threadCount2,threadCount3,threadCount4
1497632624576,1497632684576,na44,35519,25425,1866,23,8205
1497632684577,1497632744577,na44,35730,25695,2498,24,7513
1497632744577,1497632804577,na44,34823,24818,1628,5,8372
1497632804577,1497632864577,na44,33804,24082,1701,39,7982
1497632864578,1497632924578,na44,35949,25666,1558,27,8698
1497632924578,1497632984578,na44,33306,23978,1554,39,7735
1497632984579,1497633044579,na44,33982,24187,1389,14,8392
1497633044579,1497633104579,na44,32552,23229,1443,103,7777
1497633104579,1497633164579,na44,34640,24295,1508,50,8787
1497633164580,1497633224580,na44,32482,22870,1494,56,8062
1497633224580,1497633284580,na44,33840,23852,1443,7,8538
1497633284580,1497633344580,na44,34435,24370,1580,9,8476
1497633344581,1497633404581,na44,34424,24239,1523,9,8653
1497633404581,1497633464581,na44,32474,23437,1607,5,7425
1497633464581,1497633524581,na44,34876,24929,1624,7,8316
1497633524582,1497633584582,na44,33437,24591,1454,16,7376
1497633584582,1497633644582,na44,34941,24954,1481,29,8477
1497633644582,1497633704582,na44,32470,23977,1419,16,7058
1497633704583,1497633764583,na44,34172,24703,1419,24,8026
1497633764583,1497633824583,na44,32999,24426,1235,12,7326
1497633824584,1497633884584,na44,34216,24682,1215,14,8305
1497633884584,1497633944584,na44,34638,25105,1350,43,8140
1497633944584,1497634004584,na44,32851,23727,1345,16,7763
1497634004585,1497634064585,na44,32162,23102,1425,7,7628
1497634064585,1497634124585,na44,35723,25015,1460,11,9237
1497634124586,1497634184586,na44,32022,23417,1473,15,7117
1497634184586,1497634244586,na44,35238,25844,1350,10,8034
1497634244586,1497634304586,na44,34457,25154,1431,10,7862
1497634304587,1497634364587,na44,36236,26169,1393,8,8666
1497634364587,1497634424587,na44,35497,26414,1536,17,7530
1497634424587,1497634484587,na44,36106,26268,1478,58,8302
1497634484588,1497634544588,na44,32814,24575,1222,27,6990
1497634544659,1497634604659,na44,33352,24199,1317,45,7791
1497634604659,1497634664659,na44,32728,24074,1451,136,7067
1497634664660,1497634724660,na44,34966,25617,1353,12,7984
1497634724660,1497634784660,na44,35583,26420,1451,10,7702
1497634784661,1497634844661,na44,38287,27322,1375,9,9581
1497634844661,1497634904661,na44,34982,26012,1247,19,7704
1497634904661,1497634964661,na44,35790,26221,1369,10,8190
1497634964662,1497635024662,na44,36246,26929,1350,31,7936
1497635024662,1497635084662,na44,37716,27667,1332,12,8705
1497635084663,1497635144663,na44,36160,26991,1468,20,7681
1497635144663,1497635204663,na44,36213,26315,1414,28,8456
1497635204663,1497635264663,na44,36678,26947,1431,13,8287
1497635264664,1497635324664,na44,36763,26669,1345,6,8743
1497635324664,1497635384664,na44,36627,27354,1406,45,7822
1497635384664,1497635444664,na44,37552,27305,1488,13,8746
1497635444665,1497635504665,na44,36885,26921,1361,15,8588
1497635504665,1497635564665,na44,38033,27602,1420,14,8997
1497635564666,1497635624666,na44,37241,27870,1270,9,8092
1497635624666,1497635684666,na44,37015,27527,1235,17,8236
1497635684666,1497635744666,na44,36359,27283,1466,11,7599
1497635744667,1497635804667,na44,36726,27009,1404,8,8305
1497635804667,1497635864667,na44,36349,26885,1480,18,7966
1497635864667,1497635924667,na44,37817,27566,1499,9,8743
1497635924668,1497635984668,na44,37921,27841,1572,14,8494
1497635984668,1497636044668,na44,40482,29930,1300,16,9236
1497636044708,1497636104708,na44,37452,27872,1225,16,8339
1497636104708,1497636164708,na44,35739,26052,1231,9,8447
1497636164708,1497636224708,na44,36549,26880,1357,23,8289
1497636224709,1497636284709,na44,36839,27189,1322,13,8315
1497636284709,1497636344709,na44,35067,26024,1497,9,7537
1497636344710,1497636404710,na44,36735,26369,1347,18,9001
1497636404710,1497636464710,na44,34009,25400,1349,16,7244
1497636464710,1497636524710,na44,36340,26096,1391,20,8833
1497636524711,1497636584711,na44,33934,25081,1374,23,7456
1497636584711,1497636644711,na44,36970,26660,1460,20,8830
1497636644711,1497636704711,na44,34579,25274,1391,16,7898
1497636704712,1497636764712,na44,36287,26397,1417,16,8457
1497636764712,1497636824712,na44,33902,25130,1264,14,7494
1497636824713,1497636884713,na44,34914,25701,1188,17,8008
1497636884714,1497636944714,na44,35407,25909,1440,11,8047
1497636944715,1497637004715,na44,37325,26751,1553,11,9010
1497637004715,1497637064715,na44,32787,24081,1357,10,7339
1497637064715,1497637124715,na44,34872,25594,1330,10,7938
1497637124716,1497637184716,na44,34755,25804,1324,11,7616
1497637184716,1497637244716,na44,36132,26848,1358,17,7909
1497637244717,1497637304717,na44,34216,25428,1423,10,7355
1497637304717,1497637364717,na44,35782,25962,1634,20,8166
1497637364717,1497637424717,na44,35051,25847,1639,19,7546
1497637424718,1497637484718,na44,38525,27842,1590,14,9079
1497637484718,1497637544718,na44,33974,25772,1139,9,7054
1497637544718,1497637604718,na44,35330,26307,1187,16,7820
1497637604719,1497637664719,na44,32462,24161,1275,20,7006
1497637664719,1497637724719,na44,33589,24482,1383,26,7698
1497637724720,1497637784720,na44,32748,24157,1354,23,7214
1497637784720,1497637844720,na44,37425,27736,1237,9,8443
1497637844720,1497637904720,na44,35055,25404,1430,12,8209
1497637904721,1497637964721,na44,35388,24825,1512,19,9032
1497637964721,1497638024721,na44,34296,24612,1566,19,8099
1497638024721,1497638084721,na44,35095,24994,1401,14,8686
1497638084722,1497638144722,na44,32792,24108,1351,10,7323
1497638144722,1497638204722,na44,34672,25047,1308,23,8294
1497638204723,1497638264723,na44,33761,25019,1237,19,7486
1497638264723,1497638324723,na44,34157,24588,1343,18,8208
1497638324723,1497638384723,na44,34065,25069,1426,58,7512
1497638384724,1497638444724,na44,35689,26007,1254,15,8413
1497638444724,1497638504724,na44,34037,24709,1310,30,7988
1497638504725,1497638564725,na44,33554,24328,1214,11,8001
1497638564725,1497638624725,na44,33708,24222,1405,26,8055
1497638624725,1497638684725,na44,35256,24855,1561,14,8826
1497638684726,1497638744726,na44,33216,23722,1526,21,7947
1497638744726,1497638804726,na44,35120,24572,1693,5,8850
1497638804726,1497638864726,na44,32440,23045,1513,10,7872
1497638864727,1497638924727,na44,32605,23086,1445,10,8064
1497638924727,1497638984727,na44,33933,24148,1667,6,8112
1497638984728,1497639044728,na44,34610,24492,1588,24,8506
1497639044728,1497639104728,na44,35257,25416,1393,10,8438
1497639104807,1497639164807,na44,32752,22660,1363,13,8716
1497639164807,1497639224807,na44,31276,22556,1268,8,7444
1497639224807,1497639284807,na44,32276,23155,1215,12,7894
1497639284808,1497639344808,na44,31887,22771,1443,7,7666
1497639344808,1497639404808,na44,32464,23080,1171,6,8207
1497639404809,1497639464809,na44,31738,22893,1299,10,7536
1497639464809,1497639524809,na44,32799,23217,1270,5,8307
1497639524809,1497639584809,na44,30405,22018,1329,43,7015
1497639584810,1497639644810,na44,37242,26190,1392,23,9637
1497639644810,1497639704810,na44,34300,24832,1417,10,8041
1497639704811,1497639764811,na44,33936,24017,1305,10,8604
1497639764811,1497639824811,na44,31703,23060,1281,8,7354
1497639824811,1497639884811,na44,32328,22891,1402,19,8016
1497639884812,1497639944812,na44,32003,23433,1330,12,7228
1497639944812,1497640004812,na44,32955,24053,1251,12,7639
1497640004812,1497640064812,na44,31716,23808,1319,11,6578
1497640064813,1497640124813,na44,32544,23457,1340,7,7740
1497640124813,1497640184813,na44,31475,22703,1367,13,7392
1497640184814,1497640244814,na44,32820,23422,1351,4,8043
1497640244814,1497640304814,na44,30921,22459,1385,13,7064
1497640304814,1497640364814,na44,32138,22495,1347,4,8292
1497640364815,1497640424815,na44,30471,22153,1299,18,7001
1497640424815,1497640484815,na44,33455,23471,1476,13,8495
1497640484815,1497640544815,na44,33320,24362,1321,21,7616
1497640544816,1497640604816,na44,34021,23781,1528,19,8693
1497640604816,1497640664816,na44,32181,23170,1367,13,7631
1497640664817,1497640724817,na44,32151,22938,1266,10,7937
1497640724817,1497640784817,na44,32811,23498,1412,16,7885
1497640784817,1497640844817,na44,32904,23214,1313,7,8370
1497640844818,1497640904818,na44,30653,22196,1296,23,7138
1497640904818,1497640964818,na44,32350,22694,1508,14,8134
1497640964818,1497641024818,na44,32396,22882,1520,47,7947
1497641024819,1497641084819,na44,32615,23026,1323,27,8239
1497641084819,1497641144819,na44,30947,22268,1373,15,7291
1497641144820,1497641204820,na44,30512,20992,1383,13,8124
1497641204820,1497641264820,na44,30444,21700,1256,2,7486
1497641264820,1497641324820,na44,32083,22865,1174,10,8034
1497641324821,1497641384821,na44,31716,22184,1374,7,8151
1497641384821,1497641444821,na44,35000,24362,1411,14,9213
1497641444821,1497641504821,na44,33138,23211,1363,14,8550
1497641504822,1497641564822,na44,32495,22583,1337,10,8565
1497641564822,1497641624822,na44,30712,21696,1402,15,7599
1497641624823,1497641684823,na44,31399,21591,1439,16,8353
1497641684823,1497641744823,na44,29811,21546,1127,12,7126
1497641744823,1497641804823,na44,31492,21788,1332,13,8359
1497641804824,1497641864824,na44,29660,20723,1391,15,7531
1497641864824,1497641924824,na44,32709,22562,1368,12,8767
1497641924824,1497641984824,na44,30803,21398,1464,11,7930
1497641984825,1497642044825,na44,32540,22631,1380,5,8524
1497642044825,1497642104825,na44,31643,22658,1344,11,7630
1497642104826,1497642164826,na44,29844,20692,1377,37,7738
1497642164826,1497642224826,na44,29551,20232,1388,9,7922
1497642224826,1497642284826,na44,31809,21485,1410,9,8905
1497642284827,1497642344827,na44,32115,22392,1344,6,8373
1497642344827,1497642404827,na44,33070,22535,1375,19,9141
1497642404828,1497642464828,na44,30092,21233,1255,28,7576
1497642464828,1497642524828,na44,32264,22256,1420,12,8576
1497642524828,1497642584828,na44,30199,21296,1403,15,7485
1497642584829,1497642644829,na44,30881,21924,1325,44,7588
1497642644829,1497642704829,na44,30714,21549,1384,15,7766
1497642704829,1497642764829,na44,31241,21636,1484,16,8105
1497642764830,1497642824830,na44,29478,20573,1507,12,7386
1497642824830,1497642884830,na44,30787,21371,1482,16,7918
1497642884831,1497642944831,na44,30141,21253,1418,7,7463
1497642944831,1497643004831,na44,30686,21309,1380,16,7981
1497643004831,1497643064831,na44,30384,21524,1493,14,7353
1497643064832,1497643124832,na44,29825,20669,1448,26,7682
1497643124832,1497643184832,na44,31029,22078,1486,7,7458
1497643184848,1497643244848,na44,34872,24589,1437,36,8810
1497643244848,1497643304848,na44,32556,23328,1430,34,7764
1497643304848,1497643364848,na44,32356,22839,1439,35,8043
1497643364849,1497643424849,na44,29633,21011,1417,10,7195
1497643424849,1497643484849,na44,31967,22310,1442,11,8204
1497643484850,1497643544850,na44,30911,21863,1471,12,7565
1497643544850,1497643604850,na44,32481,22333,1548,14,8586
1497643604850,1497643664850,na44,30343,21239,1403,8,7693
1497643664851,1497643724851,na44,30635,21353,1250,9,8023
1497643724851,1497643784851,na44,30734,21690,1475,27,7542
1497643784851,1497643844851,na44,31544,22612,1315,18,7599
1497643844852,1497643904852,na44,30514,21783,1479,15,7237
1497643904919,1497643964919,na44,32503,22836,1435,17,8215
1497643964919,1497644024919,na44,31783,22541,1631,6,7605
1497644024920,1497644084920,na44,31487,21714,1697,4,8072
1497644084920,1497644144920,na44,31105,21378,1708,12,8007
1497644144920,1497644204920,na44,32236,22040,1801,13,8382
1497644204921,1497644264921,na44,30566,21534,1905,22,7105
1497644264921,1497644324921,na44,31280,21574,1778,9,7919
1497644324921,1497644384921,na44,32388,23266,1782,24,7316
1497644384922,1497644444922,na44,36499,26769,1786,19,7925
1497644444922,1497644504922,na44,34899,26000,1683,16,7200
1497644504923,1497644564923,na44,35552,26183,1767,7,7595
1497644564923,1497644624923,na44,34128,25412,1749,6,6961
1497644624923,1497644684923,na44,35389,25988,1599,9,7793
1497644684924,1497644744924,na44,34323,25272,1717,7,7327
1497644744924,1497644804924,na44,34256,25127,1532,16,7581
1497644804924,1497644864924,na44,33166,24321,1591,19,7235
1497644864925,1497644924925,na44,34561,25083,1650,10,7818
1497644924925,1497644984925,na44,34552,25596,1676,7,7273
1497644984926,1497645044926,na44,35926,26153,1678,13,8082
1497645044926,1497645104926,na44,35815,26412,1761,12,7630
1497645104926,1497645164926,na44,35423,25993,1603,15,7812
1497645164927,1497645224927,na44,36850,27240,1840,29,7741
1497645224927,1497645284927,na44,35097,25353,1638,13,8093
1497645284928,1497645344928,na44,32610,23698,1655,15,7242
1497645344928,1497645404928,na44,33523,24204,1523,11,7785
1497645404928,1497645464928,na44,34448,24966,1556,12,7914
1497645464929,1497645524929,na44,35867,25610,1818,34,8405
1497645524929,1497645584929,na44,34663,24781,2048,16,7818
1497645584930,1497645644930,na44,35913,25214,2490,8,8201
1497645644930,1497645704930,na44,33414,25677,1616,11,6110
1497645704930,1497645764930,na44,32508,24346,1655,15,6492
1497645764931,1497645824931,na44,32059,23384,2211,17,6447
1497645824931,1497645884931,na44,34485,23887,1978,9,8611
1497645884931,1497645944931,na44,33979,23979,2331,20,7649
1497645944932,1497646004932,na44,32994,22956,1814,11,8213
1497646004932,1497646064932,na44,31977,23216,1591,13,7157
1497646064933,1497646124933,na44,33218,22955,2368,21,7874
1497646124933,1497646184933,na44,32072,22536,2177,13,7346
1497646184934,1497646244934,na44,32953,22911,2170,13,7859
1497646244934,1497646304934,na44,31848,23042,1581,5,7220
1497646304934,1497646364934,na44,30908,21704,1550,5,7649
1497646364935,1497646424935,na44,29481,21041,1631,7,6802
1497646424935,1497646484935,na44,31348,22568,1377,5,7398
1497646485002,1497646545002,na44,30693,21793,1640,18,7242
1497646544936,1497646604936,na44,32701,22456,1623,20,8602
1497646604937,1497646664937,na44,30236,21501,1645,5,7085
1497646664937,1497646724937,na44,31708,21790,1728,7,8183
1497646724937,1497646784937,na44,29470,20276,1859,15,7320
1497646784938,1497646844938,na44,32382,22163,1643,9,8567
1497646844938,1497646904938,na44,28571,19912,1679,6,6974
1497646904938,1497646964938,na44,30005,20591,1783,17,7614
1497646964939,1497647024939,na44,26570,19114,1222,5,6229
1497647024939,1497647084939,na44,28615,19902,1511,6,7196
1497647084940,1497647144940,na44,27494,18724,1673,8,7089
1497647144940,1497647204940,na44,27476,18900,1308,15,7253
1497647204941,1497647264941,na44,26461,18704,1311,2,6444
1497647264941,1497647324941,na44,28705,19617,1411,7,7670
1497647324941,1497647384941,na44,25730,18133,1279,6,6312
1497647384942,1497647444942,na44,27637,19298,1197,8,7134
1497647444942,1497647504942,na44,25803,18338,1172,11,6282
1497647504943,1497647564943,na44,26997,18799,1099,7,7092
1497647564943,1497647624943,na44,27256,19087,1144,10,7015
1497647624943,1497647684943,na44,29409,20176,1038,12,8183
1497647684944,1497647744944,na44,28024,20601,1190,8,6225
1497647744944,1497647804944,na44,31241,21542,1338,12,8349
1497647804944,1497647864944,na44,29595,21160,1246,9,7180
1497647864945,1497647924945,na44,30157,20478,1294,5,8380
1497647924945,1497647984945,na44,27457,19079,1368,8,7002
1497647984945,1497648044945,na44,29900,19994,1275,5,8626
1497648044946,1497648104946,na44,28711,19771,1269,8,7663
1497648104946,1497648164946,na44,29903,19932,1240,9,8722
1497648164947,1497648224947,na44,28373,19360,1251,8,7754
1497648224947,1497648284947,na44,30393,20443,1238,9,8703
1497648284947,1497648344947,na44,29855,19907,1308,2,8638
1497648344948,1497648404948,na44,30133,19895,1189,14,9035
1497648404948,1497648464948,na44,28628,19545,1128,6,7949
1497648464948,1497648524948,na44,29965,19878,1121,3,8963
1497648524949,1497648584949,na44,29603,20038,1171,11,8383
1497648584949,1497648644949,na44,31870,21755,1096,15,9004
1497648644949,1497648704949,na44,30303,20945,1113,5,8240
1497648704950,1497648764950,na44,30230,20351,1148,40,8691
1497648764950,1497648824950,na44,30240,20249,1149,43,8799
1497648824950,1497648884950,na44,29945,20091,1120,8,8726
1497648884951,1497648944951,na44,28342,19103,1184,2,8053
1497648944951,1497649004951,na44,29236,19358,1147,36,8695
1497649004952,1497649064952,na44,27243,17381,1147,4,8711
1497649064952,1497649124952,na44,29894,18704,1220,5,9965
1497649124952,1497649184952,na44,27012,17983,1127,0,7902
1497649184953,1497649244953,na44,25014,16737,1126,3,7148
1497649244953,1497649304953,na44,23698,16358,1014,2,6324
1497649304954,1497649364954,na44,24481,16501,1022,7,6951
1497649364954,1497649424954,na44,23291,16104,1045,3,6139
1497649424954,1497649484954,na44,23312,16022,938,16,6336
1497649484955,1497649544955,na44,24328,16171,1172,7,6978
1497649544955,1497649604955,na44,23783,15959,1038,2,6784
1497649604955,1497649664955,na44,21456,15040,967,57,5392
1497649664956,1497649724956,na44,22844,15243,1008,4,6589
1497649724956,1497649784956,na44,20202,14535,925,2,4740
1497649784956,1497649844956,na44,24522,16189,1127,5,7201
1497649844957,1497649904957,na44,22640,15869,1013,12,5746
1497649904957,1497649964957,na44,24035,16350,932,6,6747
1497649964958,1497650024958,na44,22069,15758,936,4,5371
1497650024958,1497650084958,na44,23320,15957,941,5,6417
1497650084958,1497650144958,na44,21994,15305,1010,6,5673
1497650144959,1497650204959,na44,23391,15826,1040,3,6522
1497650204959,1497650264959,na44,22079,15326,1098,64,5591
1497650264960,1497650324960,na44,22741,15534,949,24,6234
1497650324960,1497650384960,na44,21563,15071,992,3,5497
1497650384960,1497650444960,na44,26401,18256,993,3,7149
1497650444961,1497650504961,na44,24194,17565,968,11,5650
1497650504961,1497650564961,na44,24793,17073,1228,14,6478
1497650564961,1497650624961,na44,22816,16242,1199,2,5373
1497650624962,1497650684962,na44,22774,15998,1063,8,5705
1497650684962,1497650744962,na44,22382,16070,976,11,5325
1497650745009,1497650805009,na44,23488,16141,964,1,6382
1497650805009,1497650865009,na44,22355,15872,1067,51,5365
1497650865010,1497650925010,na44,23866,16258,1087,4,6517
1497650925010,1497650985010,na44,23648,16702,1174,6,5766
1497650985011,1497651045011,na44,24341,16651,1229,34,6427
1497651045011,1497651105011,na44,22282,15450,1206,2,5624
1497651105011,1497651165011,na44,23441,15889,1240,38,6274
1497651165012,1497651225012,na44,21096,14654,1156,7,5279
1497651225012,1497651285012,na44,23540,16315,1129,7,6089
1497651285012,1497651345012,na44,23034,16208,1141,8,5677
1497651345013,1497651405013,na44,23660,16187,1090,51,6332
1497651405013,1497651465013,na44,21637,15098,1139,3,5397
1497651465014,1497651525014,na44,23366,15885,1293,18,6170
1497651525014,1497651585014,na44,22879,15712,1211,12,5944
1497651585014,1497651645014,na44,28400,18835,1280,74,8211
1497651645015,1497651705015,na44,24872,17092,1216,3,6561
1497651705015,1497651765015,na44,24845,16720,1128,10,6987
1497651765016,1497651825016,na44,24705,16733,1154,35,6783
1497651825016,1497651885016,na44,24097,15642,1235,19,7201
1497651885016,1497651945016,na44,22328,15313,1214,5,5796
1497651945017,1497652005017,na44,22183,15008,1165,6,6004
1497652005017,1497652065017,na44,20266,13685,1218,2,5361
1497652065018,1497652125018,na44,21189,14084,1194,7,5904
1497652125018,1497652185018,na44,20507,14039,1175,40,5253
1497652185018,1497652245018,na44,23474,15475,1337,13,6649
1497652245019,1497652305019,na44,21544,14427,1227,35,5855
1497652305019,1497652365019,na44,25020,16793,1414,4,6809
1497652365020,1497652425020,na44,22125,15427,1330,81,5287
1497652425020,1497652485020,na44,23321,15752,1196,22,6351
1497652485020,1497652545020,na44,22213,15539,1162,38,5474
1497652545021,1497652605021,na44,22356,14666,1136,31,6523
1497652605021,1497652665021,na44,21385,15025,1036,12,5312
1497652665022,1497652725022,na44,23151,15473,1083,7,6588
1497652725022,1497652785022,na44,19940,13916,1015,12,4997
1497652785022,1497652845022,na44,21851,14446,1062,35,6308
1497652845023,1497652905023,na44,20478,13911,1145,48,5374
1497652905023,1497652965023,na44,20976,13900,928,40,6108
1497652965023,1497653025023,na44,20953,14264,1134,62,5493
1497653025024,1497653085024,na44,22024,14588,1103,43,6290
1497653085069,1497653145069,na44,21161,14612,1098,6,5445
1497653145069,1497653205069,na44,21563,13935,1250,37,6341
1497653205070,1497653265070,na44,19404,13436,1094,17,4857
1497653265070,1497653325070,na44,19828,13315,940,18,5555
1497653325071,1497653385071,na44,18787,12792,1031,112,4852
1497653385071,1497653445071,na44,20476,13598,1019,10,5849
1497653445071,1497653505071,na44,19391,13101,974,24,5292
1497653505072,1497653565072,na44,20336,13437,944,107,5848
1497653565072,1497653625072,na44,19782,13388,985,23,5386
1497653625073,1497653685073,na44,21632,14304,1024,61,6243
1497653685073,1497653745073,na44,21144,14217,1059,41,5827
1497653745073,1497653805073,na44,20636,13675,1072,14,5875
1497653805074,1497653865074,na44,19739,13422,887,33,5397
1497653865074,1497653925074,na44,22109,14687,977,72,6373
1497653925074,1497653985074,na44,19309,13709,836,32,4732
1497653985075,1497654045075,na44,25852,17344,903,4,7601
1497654045075,1497654105075,na44,23248,16352,896,6,5994
1497654105076,1497654165076,na44,22355,15454,847,34,6020
1497654165076,1497654225076,na44,20704,14684,805,4,5211
1497654225076,1497654285076,na44,21644,14850,854,3,5937
1497654285077,1497654345077,na44,20652,14494,802,64,5292
1497654345077,1497654405077,na44,21692,14470,938,101,6183
1497654405077,1497654465077,na44,19924,13738,896,41,5249
1497654465078,1497654525078,na44,20277,13424,871,5,5977
1497654525078,1497654585078,na44,17901,12539,721,104,4537
1497654585078,1497654645078,na44,21070,14016,904,3,6147
1497654645079,1497654705079,na44,18860,12994,803,23,5040
1497654705079,1497654765079,na44,20798,13720,877,0,6201
1497654765080,1497654825080,na44,19306,13382,867,53,5004
1497654825080,1497654885080,na44,20316,13794,846,94,5582
1497654885080,1497654945080,na44,20189,14037,839,24,5289
1497654945081,1497655005081,na44,22202,14704,931,64,6503
1497655005081,1497655065081,na44,20315,14045,837,68,5365
1497655065082,1497655125082,na44,22420,15320,770,9,6321
1497655125082,1497655185082,na44,20767,14842,808,20,5097
1497655185082,1497655245082,na44,24657,16754,946,23,6934
1497655245083,1497655305083,na44,22158,15181,1010,27,5940
1497655305083,1497655365083,na44,22989,14799,992,9,7189
1497655365083,1497655425083,na44,22414,15245,960,11,6198
1497655425084,1497655485084,na44,24108,16205,942,4,6957
1497655485084,1497655545084,na44,20967,14258,939,75,5695
1497655545085,1497655605085,na44,21615,14248,961,14,6392
1497655605085,1497655665085,na44,20615,14112,937,2,5564
1497655665085,1497655725085,na44,21879,14576,890,28,6385
1497655725086,1497655785086,na44,20783,14212,881,42,5648
1497655785086,1497655845086,na44,22666,14730,1058,7,6871
1497655845086,1497655905086,na44,21943,14251,1186,3,6503
1497655905087,1497655965087,na44,21138,13753,980,17,6388
1497655965087,1497656025087,na44,19931,13889,883,88,5071
1497656025088,1497656085088,na44,21609,14595,892,3,6119
1497656085088,1497656145088,na44,19706,13686,936,61,5023
1497656145088,1497656205088,na44,20483,13395,875,10,6203
1497656205089,1497656265089,na44,19638,13466,791,36,5345
1497656265089,1497656325089,na44,19971,12978,887,43,6063
1497656325090,1497656385090,na44,18643,13068,802,1,4772
1497656385090,1497656445090,na44,20985,14345,663,31,5946
1497656445090,1497656505090,na44,18242,12671,619,11,4941
1497656505091,1497656565091,na44,19947,13562,668,111,5606
1497656565091,1497656625091,na44,19046,13163,707,48,5128
1497656625091,1497656685091,na44,20047,13432,729,0,5886
1497656685092,1497656745092,na44,18827,12947,734,31,5115
1497656745092,1497656805092,na44,19665,13246,614,13,5792
1497656805093,1497656865093,na44,17984,12201,634,34,5115
1497656865093,1497656925093,na44,18731,12113,662,33,5923
1497656925093,1497656985093,na44,17937,11834,714,55,5334
1497656985094,1497657045094,na44,18792,12379,671,16,5726
1497657045094,1497657105094,na44,17916,11820,743,81,5272
1497657105095,1497657165095,na44,17894,11835,678,8,5373
1497657165095,1497657225095,na44,17743,12212,707,121,4703
1497657225095,1497657285095,na44,18385,12567,748,29,5041
1497657285096,1497657345096,na44,17418,12183,694,38,4503
1497657345096,1497657405096,na44,17685,11777,598,48,5262
1497657405096,1497657465096,na44,16739,11682,480,116,4461
1497657465097,1497657525097,na44,18261,12309,530,31,5391
1497657525098,1497657585098,na44,17238,12143,612,80,4403
1497657585098,1497657645098,na44,22356,15249,694,30,6383
1497657645098,1497657705098,na44,19507,13852,524,10,5121
1497657705099,1497657765099,na44,21283,14396,705,23,6159
1497657765099,1497657825099,na44,18827,13423,666,51,4687
1497657825099,1497657885099,na44,20292,14031,597,20,5644
1497657885100,1497657945100,na44,19937,14157,646,7,5127
1497657945100,1497658005100,na44,22038,15664,552,11,5811
1497658005101,1497658065101,na44,22749,16679,628,9,5433
1497658065101,1497658125101,na44,21829,15893,649,32,5255
1497658125101,1497658185101,na44,21269,15525,673,3,5068
1497658185102,1497658245102,na44,21616,15279,746,37,5554
1497658245102,1497658305102,na44,17906,12588,597,65,4656
1497658305103,1497658365103,na44,18285,12205,578,75,5427
1497658365103,1497658425103,na44,16171,11340,496,54,4281
1497658425103,1497658485103,na44,17878,12036,525,74,5243
1497658485104,1497658545104,na44,16591,11722,473,35,4361
1497658545104,1497658605104,na44,17993,12059,465,68,5401
1497658605104,1497658665104,na44,16596,11618,481,39,4458
1497658665105,1497658725105,na44,17320,11721,399,43,5157
1497658725105,1497658785105,na44,16444,11797,448,26,4173
1497658785106,1497658845106,na44,17419,12270,432,75,4642
1497658845145,1497658905145,na44,15381,10718,517,2,4144
1497658905146,1497658965146,na44,16610,11307,424,77,4802
1497658965146,1497659025146,na44,15838,11107,370,28,4333
1497659025147,1497659085147,na44,17448,11826,380,38,5204
1497659085147,1497659145147,na44,15605,10879,380,56,4290
1497659145147,1497659205147,na44,16372,11047,412,13,4900
1497659205148,1497659265148,na44,15226,10427,533,29,4237
1497659265148,1497659325148,na44,16808,10896,554,79,5279
1497659325149,1497659385149,na44,15682,10764,549,68,4301
1497659385149,1497659445149,na44,17586,11834,506,50,5196
1497659445149,1497659505149,na44,15336,10664,466,41,4165
1497659505150,1497659565150,na44,16298,10934,499,46,4819
1497659565150,1497659625150,na44,15896,11514,480,32,3870
1497659625150,1497659685150,na44,16906,11831,426,120,4529
1497659685151,1497659745151,na44,15987,11204,562,57,4164
1497659745151,1497659805151,na44,16889,11093,629,55,5112
1497659805151,1497659865151,na44,15140,10607,461,43,4029
1497659865152,1497659925152,na44,15903,10670,433,46,4754
1497659925152,1497659985152,na44,15782,10776,562,91,4353
1497659985153,1497660045153,na44,16876,11241,630,31,4974
1497660045153,1497660105153,na44,15488,10555,549,82,4302
1497660105154,1497660165154,na44,17576,10843,848,53,5832
1497660165154,1497660225154,na44,15004,10355,599,96,3954
1497660225154,1497660285154,na44,16511,10881,646,102,4882
1497660285155,1497660345155,na44,16574,11067,731,7,4769
1497660345155,1497660405155,na44,16683,11070,505,69,5039
1497660405156,1497660465156,na44,16069,10490,743,87,4749
1497660465156,1497660525156,na44,16221,10705,552,81,4883
1497660525193,1497660585193,na44,15752,10376,618,46,4712
1497660585194,1497660645194,na44,17573,11352,677,38,5506
1497660645194,1497660705194,na44,15345,10482,632,32,4199
1497660705194,1497660765194,na44,16521,10511,675,10,5325
1497660765195,1497660825195,na44,14944,10023,653,95,4173
1497660825195,1497660885195,na44,16269,10529,523,51,5166
1497660885195,1497660945195,na44,14768,10217,509,74,3968
1497660945196,1497661005196,na44,15650,10325,488,74,4763
1497661005196,1497661065196,na44,14945,10315,523,102,4005
1497661065197,1497661125197,na44,16008,10443,493,85,4987
1497661125197,1497661185197,na44,14931,10465,465,12,3989
1497661185197,1497661245197,na44,20645,13716,562,102,6265
1497661245198,1497661305198,na44,17390,11941,489,10,4950
1497661305198,1497661365198,na44,18924,12165,618,2,6139
1497661365199,1497661425199,na44,15629,10782,601,52,4194
1497661425199,1497661485199,na44,15971,10759,442,123,4647
1497661485199,1497661545199,na44,14290,10381,460,113,3336
1497661545229,1497661605229,na44,15963,10957,440,54,4512
1497661605229,1497661665229,na44,16318,11455,911,45,3907
1497661665229,1497661725229,na44,16235,11244,475,77,4439
1497661725230,1497661785230,na44,14425,10606,415,0,3404
